'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:14.129',-155.695,1816.105,-7.832,-66.571,71.873,3.351,-8.099,2.619,3.281,-8.119,2.636,-0.394,0.185,-0.802,54.126
'0:14.133',-131.697,1832.950,-8.325,-63.978,71.495,3.387,-8.124,2.619,3.357,-8.158,2.676,-0.384,0.181,-0.820,54.130
'0:14.137',-115.515,1817.588,-8.730,-61.286,71.469,3.399,-8.148,2.643,3.319,-8.196,2.675,-0.379,0.179,-0.825,54.133
'0:14.141',-75.888,1808.795,-8.917,-58.624,71.377,3.436,-8.172,2.655,3.281,-8.196,2.635,-0.386,0.185,-0.827,54.137
'0:14.145',-59.706,1813.915,-9.815,-56.291,71.351,3.447,-8.184,2.667,3.474,-8.201,2.561,-0.377,0.170,-0.804,54.141
'0:14.148',-70.501,1795.587,-10.098,-54.011,71.408,3.472,-8.221,2.679,3.434,-8.277,2.638,-0.377,0.170,-0.804,54.145
'0:14.152',-76.698,1780.225,-10.614,-52.045,71.451,3.471,-8.269,2.690,3.435,-8.277,2.598,-0.386,0.176,-0.812,54.149
'0:14.156',-50.273,1765.570,-11.212,-50.278,71.190,3.483,-8.280,2.714,3.472,-8.315,2.716,-0.387,0.176,-0.774,54.153
'0:14.160',-48.122,1755.294,-11.568,-48.749,71.186,3.507,-8.329,2.714,3.395,-8.275,2.715,-0.368,0.172,-0.827,54.157
'0:14.164',-29.789,1728.949,-12.348,-47.387,70.995,3.470,-8.352,2.713,3.356,-8.428,2.791,-0.373,0.169,-0.768,54.161
'0:14.168',-19.824,1747.984,-12.803,-46.309,71.034,3.483,-8.341,2.713,3.473,-8.355,2.638,-0.373,0.165,-0.802,54.165
'0:14.172',-9.837,1732.587,-13.297,-45.612,71.016,3.483,-8.341,2.689,3.395,-8.430,2.713,-0.377,0.158,-0.783,54.169
'0:14.176',-17.929,1663.724,-14.169,-44.955,70.790,3.494,-8.377,2.689,3.397,-8.316,2.558,-0.377,0.158,-0.783,54.173
'0:14.180',29.512,1684.983,-14.633,-44.603,70.507,3.531,-8.354,2.690,3.472,-8.315,2.716,-0.352,0.156,-0.810,54.176
'0:14.184',61.878,1624.913,-15.352,-43.991,70.155,3.556,-8.354,2.726,3.589,-8.397,2.561,-0.358,0.162,-0.820,54.180
'0:14.188',75.356,1622.724,-15.887,-43.585,69.903,3.580,-8.379,2.714,3.549,-8.472,2.677,-0.361,0.153,-0.802,54.184
'0:14.191',28.171,1594.119,-16.619,-43.111,69.672,3.617,-8.367,2.751,3.587,-8.393,2.756,-0.344,0.147,-0.850,54.188
'0:14.195',-40.308,1589.741,-17.208,-42.507,69.572,3.666,-8.392,2.763,3.549,-8.393,2.756,-0.351,0.140,-0.829,54.192
'0:14.199',-76.698,1551.636,-17.739,-41.765,68.776,3.775,-8.417,2.849,3.665,-8.396,2.719,-0.351,0.140,-0.829,54.196
'0:14.203',-98.267,1523.809,-18.201,-40.740,68.463,3.849,-8.417,2.923,3.932,-8.513,2.878,-0.346,0.142,-0.802,54.200
'0:14.207',-104.464,1504.774,-18.933,-39.508,67.963,3.934,-8.418,2.997,3.893,-8.473,2.956,-0.342,0.149,-0.810,54.204
'0:14.211',-88.025,1523.809,-19.388,-38.170,67.332,4.020,-8.418,3.083,4.008,-8.473,3.036,-0.328,0.147,-0.841,54.208
'0:14.215',-77.230,1457.877,-19.738,-36.579,66.841,4.057,-8.430,3.143,4.007,-8.432,3.154,-0.337,0.142,-0.835,54.212
'0:14.219',-64.837,1465.929,-20.397,-34.835,66.301,4.093,-8.430,3.180,4.085,-8.474,3.077,-0.312,0.140,-0.829,54.215
'0:14.223',-20.079,1454.205,-20.607,-32.823,65.379,4.118,-8.418,3.205,4.084,-8.433,3.155,-0.325,0.124,-0.860,54.219
'0:14.227',-23.593,1438.843,-20.976,-30.758,64.274,4.155,-8.406,3.242,4.161,-8.396,3.157,-0.325,0.124,-0.860,54.223
'0:14.230',-20.633,1410.980,-21.371,-28.157,63.461,4.180,-8.371,3.231,4.161,-8.397,3.118,-0.326,0.128,-0.823,54.227
'0:14.234',-25.743,1430.756,-21.759,-25.449,62.000,4.180,-8.322,3.244,4.238,-8.319,3.158,-0.325,0.133,-0.835,54.231
'0:14.238',-0.937,1398.549,-22.122,-22.496,60.590,4.168,-8.286,3.256,4.161,-8.317,3.196,-0.300,0.126,-0.818,54.235
'0:14.242',-6.069,1450.532,-22.262,-19.911,59.216,4.169,-8.226,3.258,4.160,-8.316,3.275,-0.309,0.121,-0.858,54.239
'0:14.246',-6.345,1399.997,-22.125,-16.966,57.450,4.121,-8.153,3.246,4.199,-8.199,3.315,-0.302,0.123,-0.835,54.243
'0:14.250',-1.746,1453.463,-22.259,-14.197,55.606,4.097,-8.105,3.198,4.084,-8.122,3.196,-0.288,0.117,-0.885,54.247
'0:14.254',6.324,1406.601,-22.163,-11.619,53.522,4.049,-8.008,3.187,4.084,-8.083,3.197,-0.288,0.117,-0.885,54.251
'0:14.258',12.542,1450.532,-22.309,-9.263,51.691,4.001,-7.935,3.164,4.046,-7.967,3.158,-0.297,0.117,-0.854,54.255
'0:14.262',-6.601,1408.049,-22.329,-7.007,49.381,3.965,-7.838,3.153,3.970,-7.849,3.118,-0.290,0.119,-0.818,54.258
'0:14.266',-3.641,1462.256,-22.303,-4.743,47.146,3.930,-7.730,3.142,3.931,-7.770,3.158,-0.283,0.117,-0.820,54.262
'0:14.270',-15.225,1427.119,-22.316,-2.991,44.936,3.918,-7.658,3.131,3.932,-7.773,3.040,-0.270,0.116,-0.866,54.266
'0:14.273',-25.211,1465.929,-22.169,-0.811,42.457,3.846,-7.559,3.156,3.853,-7.612,3.236,-0.288,0.110,-0.848,54.270
'0:14.277',-21.165,1462.256,-22.259,0.773,39.947,3.785,-7.498,3.144,3.778,-7.538,3.001,-0.288,0.110,-0.848,54.274
'0:14.281',-9.028,1424.187,-22.166,2.111,37.642,3.725,-7.412,3.169,3.739,-7.457,3.118,-0.265,0.114,-0.910,54.278
'0:14.285',-5.259,1436.618,-22.220,3.228,35.136,3.676,-7.387,3.181,3.585,-7.455,3.115,-0.281,0.101,-0.879,54.282
'0:14.289',-13.606,1430.756,-22.173,4.199,32.609,3.628,-7.325,3.218,3.701,-7.418,3.118,-0.267,0.105,-0.852,54.286
'0:14.293',-22.784,1435.170,-21.908,4.873,30.199,3.603,-7.335,3.278,3.547,-7.337,3.155,-0.277,0.105,-0.860,54.290
'0:14.297',-20.888,1441.032,-22.048,5.592,27.907,3.591,-7.370,3.338,3.699,-7.336,3.313,-0.260,0.103,-0.889,54.294
'0:14.301',4.173,1435.912,-22.048,6.035,25.532,3.615,-7.405,3.397,3.545,-7.450,3.310,-0.269,0.096,-0.885,54.298
'0:14.305',-7.154,1438.843,-21.724,6.662,23.279,3.626,-7.476,3.481,3.621,-7.526,3.467,-0.269,0.096,-0.885,54.301
'0:14.309',3.641,1446.153,-21.689,6.968,19.230,3.674,-7.560,3.553,3.698,-7.566,3.468,-0.248,0.101,-0.860,54.305
'0:14.313',-4.727,1487.894,-21.533,7.152,17.303,3.722,-7.632,3.613,3.735,-7.720,3.585,-0.260,0.089,-0.898,54.309
'0:14.316',-4.727,1484.963,-21.418,7.565,15.641,3.795,-7.716,3.697,3.619,-7.755,3.699,-0.272,0.094,-0.858,54.313
'0:14.320',3.109,1484.257,-21.622,8.215,13.941,3.831,-7.776,3.745,3.772,-7.834,3.740,-0.269,0.098,-0.875,54.317
'0:14.324',8.219,1484.963,-21.663,8.720,12.201,3.891,-7.837,3.781,3.850,-7.838,3.624,-0.251,0.096,-0.846,54.321
'0:14.328',4.173,1471.049,-21.819,10.158,10.900,3.915,-7.873,3.805,3.886,-7.909,3.976,-0.251,0.096,-0.846,54.325
'0:14.332',-18.461,1469.602,-22.042,11.497,9.452,3.926,-7.982,3.803,3.925,-8.068,3.858,-0.255,0.091,-0.887,54.329
'0:14.336',-3.364,1444.670,-21.880,13.141,8.330,3.925,-8.053,3.838,3.887,-8.107,3.818,-0.244,0.094,-0.866,54.333
'0:14.340',16.587,1415.394,-22.138,15.100,6.785,3.899,-8.196,3.847,3.886,-8.222,3.856,-0.248,0.096,-0.919,54.337
'0:14.344',5.259,1405.118,-22.118,17.157,5.568,3.911,-8.280,3.882,3.963,-8.301,3.857,-0.253,0.087,-0.875,54.340
'0:14.348',20.888,1398.549,-22.157,19.406,3.919,3.909,-8.423,3.928,3.809,-8.454,3.892,-0.260,0.091,-0.864,54.344
'0:14.352',30.875,1416.842,-21.953,21.831,2.719,3.932,-8.544,3.950,3.886,-8.570,3.932,-0.248,0.089,-0.852,54.348
'0:14.355',27.894,1373.617,-21.670,24.019,1.266,3.918,-8.699,3.984,3.886,-8.765,3.891,-0.248,0.089,-0.852,54.352
'0:14.359',32.216,1385.342,-21.546,26.160,0.200,3.893,-8.806,3.993,3.808,-8.842,3.889,-0.248,0.082,-0.894,54.356
'0:14.363',53.254,1400.739,-21.087,28.287,-0.861,3.904,-8.902,4.016,3.846,-8.996,3.966,-0.251,0.087,-0.869,54.360
'0:14.367',52.168,1361.187,-20.514,29.893,-2.266,3.878,-9.010,4.014,3.731,-9.150,3.963,-0.242,0.092,-0.921,54.364
'0:14.371',47.845,1339.186,-20.114,31.423,-3.354,3.852,-9.142,3.987,3.847,-9.193,3.848,-0.253,0.077,-0.898,54.368
'0:14.375',14.692,1359.704,-19.334,32.502,-4.828,3.814,-9.238,3.936,3.770,-9.307,3.885,-0.248,0.092,-0.871,54.372
'0:14.379',2.832,1337.738,-18.764,33.412,-6.190,3.789,-9.347,3.885,3.731,-9.540,3.843,-0.263,0.087,-0.864,54.376
'0:14.383',5.259,1306.238,-17.851,33.856,-7.473,3.750,-9.503,3.822,3.731,-9.463,3.844,-0.263,0.087,-0.864,54.380
'0:14.387',-13.351,1281.306,-17.147,33.863,-9.104,3.736,-9.684,3.782,3.694,-9.815,3.645,-0.242,0.091,-0.894,54.383
'0:14.391',-1.491,1279.858,-16.505,33.871,-10.487,3.710,-9.889,3.705,3.733,-9.933,3.605,-0.256,0.085,-0.881,54.387
'0:14.395',-2.555,1258.599,-15.448,33.282,-11.696,3.683,-10.094,3.641,3.616,-10.123,3.719,-0.235,0.094,-0.852,54.391
'0:14.398',16.587,1257.857,-14.579,32.043,-13.175,3.669,-10.275,3.601,3.617,-10.203,3.601,-0.253,0.075,-0.898,54.395
'0:14.402',4.173,1220.495,-13.771,30.696,-14.497,3.593,-10.443,3.536,3.502,-10.395,3.598,-0.263,0.084,-0.862,54.399
'0:14.406',4.450,1233.702,-12.561,28.983,-15.637,3.543,-10.539,3.473,3.463,-10.589,3.596,-0.263,0.084,-0.862,54.403
'0:14.410',15.778,1238.823,-11.362,26.864,-17.007,3.506,-10.622,3.447,3.464,-10.670,3.439,-0.265,0.092,-0.866,54.407
'0:14.414',-2.832,1221.978,-10.324,24.256,-18.382,3.432,-10.657,3.409,3.465,-10.712,3.283,-0.249,0.094,-0.877,54.411
'0:14.418',16.034,1185.357,-8.774,21.487,-19.747,3.407,-10.694,3.372,3.348,-10.668,3.437,-0.265,0.084,-0.894,54.415
'0:14.422',50.273,1152.374,-7.800,18.526,-21.178,3.346,-10.680,3.371,3.311,-10.708,3.358,-0.241,0.089,-0.856,54.419
'0:14.426',95.840,1152.374,-6.390,15.161,-22.844,3.310,-10.644,3.359,3.310,-10.590,3.437,-0.255,0.094,-0.910,54.423
'0:14.430',155.141,1170.702,-4.857,12.338,-24.388,3.249,-10.582,3.372,3.273,-10.552,3.358,-0.267,0.084,-0.864,54.426
'0:14.434',233.329,1150.926,-3.412,8.950,-26.302,3.213,-10.533,3.372,3.158,-10.474,3.279,-0.267,0.084,-0.864,54.430
'0:14.438',223.087,1125.994,-2.193,6.257,-28.229,3.226,-10.449,3.362,3.157,-10.472,3.357,-0.272,0.094,-0.869,54.434
'0:14.441',185.611,1149.443,-0.519,3.335,-29.956,3.276,-10.391,3.351,3.234,-10.395,3.359,-0.262,0.091,-0.858,54.438
'0:14.445',62.942,1105.477,0.646,1.193,-31.965,3.313,-10.332,3.341,3.312,-10.281,3.323,-0.270,0.087,-0.881,54.442
'0:14.449',-6.878,1147.253,1.811,-0.696,-34.045,3.424,-10.298,3.355,3.349,-10.241,3.401,-0.274,0.089,-0.854,54.446
'0:14.453',-113.641,1125.994,3.055,-1.882,-35.897,3.486,-10.215,3.358,3.503,-10.243,3.443,-0.267,0.096,-0.910,54.450
'0:14.457',-86.684,1131.856,3.959,-3.282,-37.537,3.511,-10.167,3.383,3.503,-10.166,3.443,-0.267,0.096,-0.910,54.454
'0:14.461',-53.254,1168.512,5.152,-4.184,-39.299,3.500,-10.059,3.384,3.542,-10.052,3.328,-0.284,0.087,-0.875,54.458
'0:14.465',-77.507,1183.874,5.932,-5.033,-40.913,3.489,-9.915,3.363,3.542,-9.973,3.368,-0.284,0.094,-0.843,54.462
'0:14.469',-87.216,1175.081,6.976,-5.270,-42.700,3.502,-9.843,3.352,3.467,-9.859,3.211,-0.293,0.091,-0.837,54.465
'0:14.473',-76.421,1209.512,7.447,-5.439,-44.301,3.515,-9.772,3.329,3.505,-9.780,3.291,-0.283,0.094,-0.877,54.469
'0:14.477',-55.128,1224.168,8.567,-5.133,-46.345,3.565,-9.725,3.295,3.544,-9.782,3.213,-0.297,0.089,-0.854,54.473
'0:14.480',-26.020,1238.081,9.045,-4.115,-47.876,3.614,-9.679,3.284,3.621,-9.707,3.137,-0.283,0.094,-0.841,54.477
'0:14.484',-0.937,1257.151,9.602,-3.358,-49.564,3.639,-9.644,3.261,3.582,-9.666,3.254,-0.283,0.094,-0.841,54.481
'0:14.488',8.751,1276.927,10.082,-1.767,-50.938,3.701,-9.597,3.262,3.775,-9.631,3.179,-0.297,0.085,-0.871,54.485
'0:14.492',7.410,1282.048,10.709,0.199,-52.130,3.690,-9.488,3.265,3.698,-9.629,3.217,-0.300,0.094,-0.837,54.489
'0:14.496',-2.300,1264.461,11.209,2.478,-53.714,3.691,-9.368,3.267,3.698,-9.396,3.219,-0.314,0.100,-0.841,54.493
'0:14.500',-7.410,1331.134,12.074,5.209,-54.918,3.681,-9.200,3.269,3.660,-9.163,3.181,-0.304,0.103,-0.860,54.497
'0:14.504',-1.746,1315.737,13.421,11.596,-57.250,3.658,-8.994,3.297,3.622,-9.085,3.181,-0.323,0.096,-0.858,54.501
'0:14.508',6.601,1369.945,14.496,15.811,-58.633,3.649,-8.778,3.277,3.584,-8.774,3.183,-0.307,0.100,-0.825,54.505
'0:14.512',6.601,1375.101,15.219,19.827,-60.264,3.614,-8.537,3.268,3.583,-8.618,3.223,-0.307,0.100,-0.825,54.508
'0:14.516',-0.937,1366.307,16.269,24.409,-62.095,3.568,-8.345,3.223,3.506,-8.305,3.264,-0.319,0.110,-0.871,54.512
'0:14.520',-5.792,1392.687,17.230,28.884,-63.557,3.533,-8.141,3.153,3.507,-8.034,3.187,-0.330,0.101,-0.818,54.516
'0:14.523',13.351,1416.100,17.854,33.764,-65.310,3.486,-7.949,3.072,3.509,-7.961,2.993,-0.340,0.114,-0.825,54.520
'0:14.527',19.824,1443.222,18.669,38.629,-67.006,3.451,-7.806,2.977,3.432,-7.804,2.993,-0.319,0.114,-0.793,54.524
'0:14.531',21.974,1465.929,19.276,43.425,-68.746,3.415,-7.735,2.868,3.433,-7.729,2.876,-0.342,0.110,-0.841,54.528
'0:14.535',1.746,1484.963,19.811,47.968,-70.486,3.355,-7.676,2.760,3.319,-7.729,2.718,-0.342,0.110,-0.841,54.532
'0:14.539',-2.832,1517.947,20.282,52.191,-71.995,3.330,-7.725,2.650,3.243,-7.770,2.560,-0.352,0.116,-0.810,54.536
'0:14.543',-2.555,1530.413,20.400,56.168,-73.596,3.280,-7.810,2.551,3.321,-7.812,2.444,-0.351,0.124,-0.864,54.540
'0:14.547',17.120,1558.240,20.604,59.848,-74.866,3.254,-7.968,2.438,3.244,-8.046,2.363,-0.363,0.119,-0.816,54.544
'0:14.551',19.270,1550.930,20.613,63.305,-76.175,3.227,-8.197,2.385,3.167,-8.161,2.361,-0.363,0.131,-0.783,54.548
'0:14.555',2.555,1602.206,20.429,66.189,-76.801,3.225,-8.402,2.345,3.168,-8.512,2.280,-0.365,0.139,-0.777,54.551
'0:14.559',-0.128,1575.085,20.314,68.836,-77.745,3.210,-8.630,2.329,3.129,-8.589,2.278,-0.372,0.144,-0.816,54.555
'0:14.563',13.883,1607.327,20.260,71.329,-77.906,3.219,-8.918,2.348,3.167,-8.940,2.237,-0.372,0.144,-0.816,54.559
'0:14.566',14.692,1576.568,20.206,73.777,-78.171,3.241,-9.159,2.381,3.127,-9.246,2.429,-0.380,0.140,-0.791,54.563
'0:14.570',2.555,1591.930,20.206,76.026,-78.115,3.214,-9.446,2.411,3.204,-9.481,2.390,-0.368,0.151,-0.779,54.567
'0:14.574',19.547,1553.120,19.853,78.045,-77.650,3.235,-9.698,2.443,3.127,-9.830,2.385,-0.389,0.144,-0.804,54.571
'0:14.578',31.407,1577.275,19.948,79.629,-77.267,3.208,-9.937,2.475,3.126,-9.982,2.540,-0.394,0.162,-0.766,54.575
'0:14.582',13.074,1531.119,20.149,81.136,-76.958,3.169,-10.117,2.471,3.165,-10.179,2.422,-0.400,0.169,-0.770,54.579
'0:14.586',16.034,1490.825,20.260,82.145,-76.292,3.167,-10.285,2.468,3.087,-10.176,2.499,-0.400,0.169,-0.770,54.583
'0:14.590',19.270,1462.256,20.384,82.803,-75.849,3.154,-10.393,2.442,3.049,-10.332,2.458,-0.400,0.183,-0.791,54.587
'0:14.594',19.015,1467.412,20.629,83.132,-75.140,3.202,-10.443,2.430,3.203,-10.491,2.381,-0.407,0.174,-0.779,54.590
'0:14.598',30.875,1439.549,20.635,83.576,-74.561,3.226,-10.540,2.380,3.165,-10.607,2.380,-0.394,0.183,-0.747,54.594
'0:14.602',28.448,1351.652,20.686,83.530,-73.870,3.275,-10.565,2.404,3.203,-10.608,2.381,-0.410,0.185,-0.795,54.598
'0:14.605',31.407,1370.686,20.623,83.583,-73.226,3.322,-10.699,2.378,3.203,-10.686,2.341,-0.426,0.188,-0.741,54.602
'0:14.609',66.179,1287.910,20.597,83.660,-72.530,3.382,-10.857,2.340,3.319,-10.883,2.302,-0.431,0.204,-0.751,54.606
'0:14.613',96.117,1297.445,20.254,83.499,-71.895,3.441,-11.015,2.301,3.319,-11.039,2.262,-0.431,0.204,-0.751,54.610
'0:14.617',124.138,1238.823,20.362,83.293,-71.295,3.464,-11.209,2.250,3.397,-11.197,2.184,-0.419,0.211,-0.731,54.614
'0:14.621',124.692,1209.512,20.403,82.421,-70.399,3.486,-11.367,2.223,3.397,-11.393,2.104,-0.428,0.211,-0.758,54.618
'0:14.625',99.077,1189.736,20.540,81.526,-69.616,3.472,-11.535,2.172,3.512,-11.549,2.144,-0.433,0.222,-0.716,54.622
'0:14.629',41.117,1169.219,20.470,80.133,-68.994,3.471,-11.657,2.109,3.397,-11.703,2.141,-0.429,0.229,-0.774,54.626
'0:14.633',6.601,1151.632,20.772,78.665,-68.354,3.433,-11.802,2.021,3.321,-11.782,1.983,-0.447,0.227,-0.726,54.630
'0:14.637',-33.558,1141.391,21.148,77.166,-67.806,3.395,-11.886,1.958,3.321,-11.979,1.864,-0.445,0.241,-0.697,54.633
'0:14.641',-22.784,1142.839,21.157,75.154,-67.450,3.357,-11.982,1.896,3.206,-12.055,1.861,-0.445,0.241,-0.697,54.637
'0:14.645',10.923,1099.650,21.797,73.180,-67.371,3.332,-12.079,1.857,3.207,-12.057,1.744,-0.436,0.243,-0.682,54.641
'0:14.648',48.399,1098.166,22.036,70.886,-67.450,3.295,-12.103,1.820,3.168,-12.056,1.783,-0.440,0.261,-0.726,54.645
'0:14.652',66.988,1069.597,22.978,68.652,-67.745,3.246,-12.126,1.770,3.245,-12.134,1.783,-0.450,0.254,-0.697,54.649
'0:14.656',64.837,1036.614,23.595,66.503,-67.832,3.246,-12.115,1.759,3.208,-12.137,1.627,-0.442,0.270,-0.708,54.653
'0:14.660',46.227,1082.063,24.458,63.909,-68.280,3.222,-12.091,1.734,3.053,-12.093,1.741,-0.463,0.261,-0.710,54.657
'0:14.664',31.130,1030.045,25.091,61.737,-68.528,3.186,-12.030,1.723,3.168,-12.056,1.743,-0.463,0.261,-0.710,54.661
'0:14.668',33.302,1076.907,25.899,59.802,-68.724,3.150,-11.982,1.699,3.131,-11.980,1.627,-0.457,0.282,-0.674,54.665
'0:14.672',33.302,1060.062,26.854,57.767,-69.159,3.101,-11.921,1.663,3.015,-11.899,1.703,-0.466,0.286,-0.672,54.669
'0:14.676',31.130,1034.424,27.780,56.329,-69.729,3.078,-11.776,1.678,3.016,-11.784,1.626,-0.452,0.303,-0.697,54.673
'0:14.680',45.163,1078.391,28.786,54.876,-70.238,3.031,-11.631,1.668,2.977,-11.667,1.626,-0.463,0.298,-0.682,54.676
'0:14.684',45.972,1078.391,29.833,53.690,-71.577,3.058,-11.451,1.695,2.977,-11.470,1.745,-0.450,0.314,-0.655,54.680
'0:14.688',48.655,1123.063,31.303,52.581,-72.434,3.060,-11.246,1.699,3.054,-11.201,1.709,-0.464,0.300,-0.678,54.684
'0:14.691',34.367,1102.545,32.423,51.479,-73.583,3.099,-11.031,1.703,3.055,-11.085,1.671,-0.464,0.300,-0.678,54.688
'0:14.695',32.749,1163.357,33.324,50.485,-74.661,3.101,-10.839,1.671,3.016,-10.812,1.673,-0.475,0.321,-0.639,54.692
'0:14.699',45.163,1139.202,35.383,49.338,-76.754,3.104,-10.587,1.675,3.016,-10.656,1.713,-0.475,0.335,-0.641,54.696
'0:14.703',43.800,1166.288,36.157,49.231,-77.884,3.082,-10.371,1.643,3.094,-10.386,1.677,-0.457,0.339,-0.618,54.700
'0:14.707',47.313,1192.667,37.111,48.833,-79.102,3.035,-10.166,1.621,3.018,-10.192,1.600,-0.464,0.342,-0.647,54.704
'0:14.711',50.550,1249.806,37.500,48.772,-80.281,2.988,-9.961,1.600,3.018,-9.998,1.601,-0.468,0.351,-0.607,54.708
'0:14.715',49.464,1271.065,38.473,48.848,-81.512,2.916,-9.816,1.566,2.827,-9.881,1.443,-0.468,0.351,-0.607,54.712
'0:14.719',61.068,1289.393,39.183,49.361,-82.643,2.857,-9.659,1.531,2.826,-9.725,1.483,-0.459,0.362,-0.659,54.715
'0:14.723',59.173,1326.755,39.874,49.582,-83.878,2.809,-9.514,1.509,2.750,-9.530,1.483,-0.464,0.356,-0.603,54.719
'0:14.727',47.036,1384.600,40.437,49.797,-84.953,2.775,-9.344,1.511,2.673,-9.374,1.444,-0.456,0.372,-0.582,54.723
'0:14.730',51.359,1395.618,41.026,50.110,-86.005,2.727,-9.200,1.489,2.713,-9.221,1.329,-0.454,0.372,-0.553,54.727
'0:14.734',34.367,1435.170,41.739,50.776,-86.953,2.704,-9.043,1.479,2.713,-9.027,1.330,-0.447,0.376,-0.595,54.731
'0:14.738',29.789,1489.377,42.232,51.288,-87.949,2.693,-8.935,1.469,2.559,-8.946,1.367,-0.459,0.379,-0.561,54.735
'0:14.742',11.456,1473.274,42.327,51.801,-88.567,2.682,-8.839,1.435,2.713,-8.754,1.411,-0.459,0.379,-0.561,54.739
'0:14.746',-0.937,1517.205,42.483,52.130,-89.454,2.659,-8.755,1.424,2.559,-8.752,1.369,-0.442,0.388,-0.605,54.743
'0:14.750',2.555,1546.516,42.881,52.650,-89.763,2.611,-8.682,1.376,2.482,-8.711,1.407,-0.452,0.385,-0.572,54.747
'0:14.754',0.937,1550.189,42.884,52.956,-90.181,2.563,-8.586,1.353,2.521,-8.597,1.330,-0.449,0.401,-0.532,54.751
'0:14.758',-18.738,1557.499,42.999,53.063,-90.372,2.539,-8.490,1.318,2.444,-8.478,1.369,-0.438,0.404,-0.530,54.755
'0:14.762',-19.547,1611.706,43.059,53.323,-90.246,2.479,-8.368,1.295,2.406,-8.401,1.291,-0.440,0.411,-0.555,54.758
'0:14.766',-33.026,1598.534,43.018,53.552,-90.511,2.456,-8.260,1.272,2.405,-8.282,1.448,-0.443,0.406,-0.526,54.762
'0:14.770',-30.321,1614.637,42.939,53.453,-90.294,2.432,-8.175,1.286,2.369,-8.170,1.175,-0.443,0.406,-0.526,54.766
'0:14.773',-31.684,1627.103,42.509,53.430,-90.081,2.409,-8.067,1.263,2.330,-8.091,1.214,-0.421,0.408,-0.538,54.770
'0:14.777',-34.921,1669.586,42.051,53.644,-90.285,2.386,-7.970,1.265,2.292,-8.051,1.214,-0.440,0.397,-0.536,54.774
'0:14.781',-35.730,1638.827,41.548,53.583,-89.681,2.362,-7.897,1.278,2.291,-7.972,1.293,-0.442,0.406,-0.494,54.778
'0:14.785',-48.655,1664.465,41.271,53.323,-89.254,2.351,-7.825,1.291,2.214,-7.854,1.292,-0.442,0.417,-0.499,54.782
'0:14.789',-45.695,1650.552,40.857,53.690,-88.802,2.339,-7.764,1.328,2.291,-7.777,1.333,-0.428,0.418,-0.467,54.786
'0:14.793',-31.940,1627.103,40.157,53.338,-88.354,2.327,-7.715,1.341,2.215,-7.777,1.293,-0.428,0.418,-0.467,54.790
'0:14.797',-36.262,1654.224,39.797,53.430,-87.554,2.291,-7.702,1.365,2.214,-7.698,1.333,-0.440,0.410,-0.513,54.794
'0:14.801',-35.985,1627.103,38.929,53.147,-86.745,2.291,-7.677,1.414,2.174,-7.733,1.527,-0.417,0.417,-0.471,54.798
'0:14.805',-31.940,1600.723,37.958,52.742,-85.840,2.266,-7.664,1.413,2.176,-7.659,1.332,-0.429,0.420,-0.517,54.801
'0:14.809',-29.512,1639.569,37.461,52.459,-84.687,2.267,-7.616,1.451,2.137,-7.617,1.449,-0.433,0.411,-0.476,54.805
'0:14.813',-16.034,1601.465,36.577,52.122,-83.413,2.243,-7.603,1.451,2.213,-7.618,1.489,-0.433,0.418,-0.478,54.809
'0:14.816',-20.079,1568.481,35.721,51.663,-82.230,2.256,-7.543,1.452,2.176,-7.580,1.372,-0.426,0.417,-0.438,54.813
'0:14.820',-19.547,1550.930,34.823,51.074,-80.938,2.232,-7.494,1.489,2.176,-7.543,1.294,-0.426,0.417,-0.438,54.817
'0:14.824',-15.501,1559.688,33.957,50.470,-79.629,2.220,-7.457,1.489,2.099,-7.540,1.371,-0.431,0.422,-0.484,54.821
'0:14.828',-28.980,1536.981,32.840,49.934,-78.254,2.245,-7.422,1.502,2.175,-7.423,1.491,-0.440,0.417,-0.448,54.825
'0:14.832',-30.875,1519.395,31.596,49.154,-76.706,2.220,-7.421,1.502,2.060,-7.501,1.371,-0.424,0.418,-0.499,54.829
'0:14.836',-35.176,1488.636,30.422,48.550,-75.218,2.245,-7.409,1.539,2.175,-7.423,1.491,-0.442,0.408,-0.469,54.833
'0:14.840',-36.262,1473.980,29.279,48.328,-73.348,2.269,-7.421,1.563,2.175,-7.501,1.451,-0.440,0.424,-0.438,54.837
'0:14.844',-17.396,1473.274,28.041,47.938,-71.482,2.269,-7.432,1.636,2.213,-7.501,1.529,-0.440,0.424,-0.438,54.840
'0:14.848',-14.692,1487.188,26.962,47.502,-69.833,2.256,-7.456,1.635,2.174,-7.538,1.568,-0.445,0.418,-0.442,54.844
'0:14.852',0.681,1459.325,25.724,47.158,-67.832,2.293,-7.456,1.672,2.173,-7.497,1.646,-0.433,0.422,-0.463,54.848
